,name,tweet,retweets,location,country,created,followers,is_user_verified,vader_sentiment
191,Suewilson91,"https://t.co/8ncxKZ6AXc

Doesn't exactly fill the public with confidence that the government will be able to manage a test, track, trace programme.",1,Spain,Spain,23-May-2020,17927,False,positive
192,AstonBenidorm,"@carr_ant @LeedsUnUnited @adam_major1 @SkySportsNews FFP has been relaxed for this year due to Covid.
Anyway its been lovely chatting.
Just getting ready to go to the pub.
You have a nice day now.",0,"Benidorm, Spain",Spain,23-May-2020,654,False,positive
193,katotz,Interesting @TelemedClinic ! https://t.co/C5UhcYZbX7,0,Benalmádena Spain,Spain,23-May-2020,493,False,positive
194,gerard_sgs,@Info_Activism @bruces Maybe it's a great idea to use COVID excuse for mass surveillance ... Just saying 🎥,0,"Barcelona, Spain",Spain,23-May-2020,492,False,positive
195,Patri_Rosado,First race outdoors with Covid 19... slow but SAFE. Step by step... hurry is never good. #surferoutofwater #runnersforaday #relax #beachvibes #ocean #healthylifestyle #lifeisgood #lifeissimple #littlethings… https://t.co/CIN0c8Dlru,0,Jerez de la Frontera,Spain,23-May-2020,68,False,positive
196,josepopinion,"So, with all this COVID-19 crisis, our way of life has been altered forever. For instance, if we go for a walk or very soon to the movies, there’s a chance we won’t have any restrooms available for us to go #1 or #2. Question: Can I carry one of these everywhere “on the go?” https://t.co/dOHjMCUZ0i",0,,Spain,23-May-2020,4576,False,negative
197,salauddinsark20,"Bangladesh pharma giant to sell first generic version of remdesivir for Covid-19
One of Bangladesh's largest drug-makers, Beximco Pharmaceuticals, says it has become the world's first company to start selling the generic version of Gilead Sciences Inc.'s anti-viral drug.",0,,Spain,23-May-2020,0,False,neutral
198,carmenamadorpe1,"#newhome 🏚️💪😁 #newhorizons  #nuevanormalidad #laverdad #graciasvidaportusarmas 💪 @_danielmartin_ #todosaldrábien 🌈#covid_19 #homesweethome 🌞😁 en Barcelona, Spain https://t.co/1IqhYbIF1Z",0,Barcelona,Spain,23-May-2020,206,False,positive
199,Soldevila_Jordi,"Everyone at home (LIX)
Unconfinament

#everyoneathome #home #joemquedoacasa #acasa #covid_19 #athome #stayathome #olddoors #weekendathome #architecture #architecturephotography #pictureoftheday #catalunya #barcelona… https://t.co/ZbfGvQWsi5",0,Barcelona,Spain,22-May-2020,149,False,neutral
0,HrReisen,The (Covid) Rise of the #BRIM https://t.co/OwhQvN5KC2,0,Berlin/Paris,France,30-May-2020,2025,False,neutral
1,pmeillie,Covid-19 : #déconfinons le #marché ! https://t.co/MpkH0ocp6k via @Contrepoints,0,,France,30-May-2020,2015,False,neutral
2,benoitcazenave,HIV probably started 80 years before being discovered. Makes you wonder if Wuhan’s wet market is the true starting point of COVID-19… https://t.co/QvmJGRNj9w,0,"Strasbourg, France",France,30-May-2020,1316,False,positive
3,shana_weisberg,"I don’t have words for what’s happening in the US. It’s frightening to read about, to see the videos &amp; photos, to look at the stats from COVID, and to know my family &amp; friends are there. The reality of America is being seen and it’s extremely uncomfortable.",0,Paris [🇺🇸 in 🇫🇷],France,30-May-2020,208,False,negative
4,AvantLaBesoin,Covid 21 https://t.co/XG0QlSDr7F,0,🇫🇷,France,30-May-2020,61,False,neutral
5,ebretondesloys,"Belly Mujinga was spat on by a man with COVID-19. When she reported it to her boss she was told to go back on the line without a mask. This wasn’t a sacrifice, it was a crime. Period.

I guess the UK justice system is as problematic as any... https://t.co/PhalmeEoOw",1,"Bath, England",France,29-May-2020,173,False,negative
6,PierreLiger,The Road to Recovery: Which Economies are Reopening? https://t.co/fW659dE2eJ,0,"Paris, France",France,29-May-2020,839,False,neutral
7,petitlion2008,"#COVID19

""We Cannot Afford the Luxury of Perfect Knowledge""

@EmmanuelMacron @EPhilippePM
@olivierveran assassins 💀💀💀

Faudra payer pour vos crimes
😤😤😤

https://t.co/hm4IWXRhvf",0,France,France,29-May-2020,179,False,positive
8,3DEXPERIENCELab,Digital Twinning Lopinavir-Ritonavir and Other Covid-19 Molecules https://t.co/ve4oH7JvdW @ExactCure #Covid_19 #eHealth #DigitalTwin #molecule #Simulation #app @Medidata @3dsBIOVIA @Dassault3DS,1,"Paris, France",France,29-May-2020,1874,False,neutral
9,MarkJ_Neutron,"This week at @ILLGrenoble we received the first proposals for beam time for #COVID__19 related research   They will be evaluated quickly for experiments in August. See https://t.co/8o85PrtM56 for applying for beam time, in particular rapid access.",1,"Grenoble, France",France,29-May-2020,1697,False,neutral
10,PMarteyAddo,Global Financial Stability Report: Markets in the Time of #COVID-19. @sDehmej @g_arnould @bsi_economics @JulienP_BSI https://t.co/3rTlCSjK4T,0,"Paris, France",France,29-May-2020,330,False,neutral
11,TonyCrossJourno,"@thomaschattwill « People have been advised not to feed the monkeys while the pandemic continues, with experts suggesting doing so could cause the virus to mutate and infect primates. » especially not with Covid-19 samples",0,Champigny-sur-Marne,France,29-May-2020,383,False,neutral
12,SABOURETCardio,So right in this CoVid-19 period with « unusual methodology » in many publications and reviewing process 🤔 #cardiotwitter https://t.co/A7qY49zBC6,4,"Paris, France",France,29-May-2020,6178,False,neutral
13,SABOURETCardio,"@Open_HeartBMJ @escardio @SukhNijjer @DrPascalMeier @rahatheart1 @rallamee @mugander @hvanspall @jhfrudd @chiarabd Thanks for sharing. As you nicely underline, the major challenge is to switch to more CT cardiac exams instead of functional tests for several reasons. A new challenge after #Covid_19 pandemic",0,"Paris, France",France,29-May-2020,6178,False,positive
14,AmbNum,"13/ The section « Mali Check » of malian website @Lejalon_com conducts fact-checking to fight against fake news amid #COVID19 crisis, solution identified on the « Solidarité Covid-19 Francophonie » community @OIFrancophonie 

➡️https://t.co/QqFuxx0R6B",0,,France,29-May-2020,2891,False,negative
15,PChaudepisse,I did the covid test : I'm 100% that Bitch!,0,"Lyon, France",France,29-May-2020,53,False,negative
16,cm_cassidy,@thatginamiller @LindsayHoyle_MP Dent? As in Covid has put a bit of a dent on the population?,1,"Chamonix-Mont-Blanc, France",France,29-May-2020,108,False,neutral
17,AlexisKaya,"#Deconfinement How long will we be in #hiding?With wearing mask, what future for facial recognition cameras? What about #Crime? #COVID'19 came with its problems. He leaves by allowing more serious difficulties. We are certainly moving towards a deprivation of individual #freedoms",0,"Sint-Niklaas, België",France,29-May-2020,4868,False,negative
18,martindvz,"Perhaps you forget that Cummings is a eugenics believer, like Mengele in WWII

Believing he’s genetically superior makes sense of his decision to let Covid 19 cull the sick, disabled, old and poor https://t.co/vOuWkyZXb5",0,"Languedoc, France",France,29-May-2020,5389,False,positive
19,martindvz,"Lack of foresight?

It was a deliberate policy to cull the sick, disabled, old and poor 

Cummings is a eugenics believer, like Mengele in WWII

Believing he’s genetically superior, hence his decision to let Covid 19 cull the sick, disabled, old and poor https://t.co/BAbCVRWZeq",0,"Languedoc, France",France,29-May-2020,5389,False,positive
20,martindvz,"Durham Police concluded Cummings broke the law

Why can he break the law? Because he’s superior

Cummings is a eugenics believer, like Mengele in WWII

Believing he’s genetically superior makes sense of his decision to let Covid 19 cull the sick, disabled, old and poor",3,"Languedoc, France",France,29-May-2020,5389,False,positive
21,onauratoutvu,"My sparkling mask of the day ... Couture by @onauratoutvu 
#onauratoutvu #onauratoutvuaccessories #onauratoutvufashion #yassensamouilov #liviastoianova #mask #facemask #crystals #sparkling #getyourmask #mask #covid… https://t.co/44bw90aIlQ",0,Paris,France,29-May-2020,1481,False,positive
22,martindvz,"Despite what papers are saying, Durham Police have concluded Cummings broke the law

Cummings is a eugenics believer, like Mengele in WWII

Believing he is genetically superior makes sense of his attitude, and his decision to let Covid 19 cull the sick, disabled, old and poor",11,"Languedoc, France",France,29-May-2020,5389,False,positive
23,daveg,"I.e. would need to know mean age of those thrown into extreme poverty (mostly India, Nigeria and DRC) extreme poverty reduction in life expectancy and some measure of quality of life lost over full lifespan. Compared with average age of death from Covid and life expectancy.",0,London and Geneva,France,29-May-2020,6993,False,negative
24,daveg,@oliverbeige I'm trying to estimate the number of years of reasonable quality of life lost (QALY style) and absolute life expectancy years lost to Covid'-19 deaths vs the economic impact and poverty e.g. the 40-60m plunged into extreme poverty,0,London and Geneva,France,29-May-2020,6993,False,negative
25,martindvz,"Cummings is not incompetent 

He’s a Eugenics believer

Like Hitler’s Mengele

His decision to let Covid 19 to cull the sick, disabled, old and poor makes complete sense when you read his views on eugenics

And it chimes with Johnson’s speech on IQ

Two twisted peas in a pod https://t.co/1agwzAREgM",6,"Languedoc, France",France,29-May-2020,5389,False,negative
26,martindvz,"The UK is different 

It has Eugenics believer Cummings

Mengele has returned

His decision to let Covid 19 to cull the sick, disabled, old and poor makes complete sense when you read his views on eugenics

And it chimes with Johnson’s speech on IQ

Two twisted peas in a pod https://t.co/NdFGwPLmmo",0,"Languedoc, France",France,29-May-2020,5389,False,negative
27,martindvz,"Eugenics believer Cummings believes he is superior 

Mengele has returned

His decision to let Covid 19 to cull the sick, disabled, old and poor makes complete sense when you read his views on eugenics

And it chimes with Johnson’s speech on IQ

Two twisted peas in a pod",2,"Languedoc, France",France,29-May-2020,5389,False,negative
28,LMDQ75,The evaluation assessed 60 samples overall and did not indicate whether other factors may interfere with the test sensitivity. https://t.co/mEtIhpIYQr,0,LMDQ75 rockin’ French Riviera,France,29-May-2020,75,False,neutral
29,ThyGat,"Will COVID-19 create new #robotic norm? Short answer is yes. 
https://t.co/tOLPmThp8I https://t.co/V9EkI6ivyj",1,Paris,France,29-May-2020,3226,False,positive
30,CharrasJ,Un super thread sur les possibles pbs post Covid https://t.co/RQ6MwijqaH,0,"Illkirch-Graffenstaden, France",France,29-May-2020,275,False,positive
31,daveg,The post lockdown aftermath is grim https://t.co/bS1wR2Ezr0,1,London and Geneva,France,28-May-2020,6993,False,negative
32,Stangoa,Questions raised over hydroxychloroquine study which caused WHO to halt trials for Covid-19 https://t.co/WXtxRmD2P7,0,Bangui (CENTRAFRIQUE),France,28-May-2020,698,False,neutral
33,postmodernclio,Museums and cultural sites are slowly reopening in France! Be sure to book time slots in advance! https://t.co/z1gpXMntM9,1,"Paris, France",France,28-May-2020,369,False,positive
34,aghamalik,How Parisians are demonstrating to open restaurants after easing lockdown. #Paris #Covid_19 https://t.co/jiqJD1Nzou,0,Islamabad • Budapest • Paris,France,28-May-2020,435,False,positive
35,pixhartmann,"Papille, the French cat who survived #coronavirus #Covid_19 #Reuters https://t.co/QiKCqt7Tkw",0,,France,28-May-2020,239,False,positive
36,MedusaTN,"Glad to be part of this festival and being considered one of the Detroit's community ❤️🥰
The City of Detroit is partnering w/ Detroit Vs Everybody to present the Everybody Vs COVID-19 Unity Festival on May 29th and May 30th. In efforts to continue the fight against Covid 19 https://t.co/gptuxPSkHo",0,France,France,28-May-2020,362,False,positive
37,GillesRobel,"Veni, Vidi, Covid'chy : Acte 11 https://t.co/kOP4dmwskE via @YouTube",0,"Montreuil, Ile-de-France",France,28-May-2020,1522,False,neutral
38,vickimuradyan,US-funded website spreading #COVID19 disinformation in #Armenia! #usa  https://t.co/7VcsIqddHp,0,"Paris, France",France,28-May-2020,148,False,neutral
39,gedankenstuecke,Read this excellent blog post on #quantifiedflu and the power of self-research on the @quantifiedself! https://t.co/B4awVU9aVp,1,"Paris, France",France,28-May-2020,6006,True,positive
40,HamalaViews,So #France about announce next steps in easing the #Covid_19 lockdown. Let's see 👀👀👀,0,"Saint-Denis-de-Gastines, Franc",France,28-May-2020,197,False,positive
41,carlosparisfr,@realDonaldTrump How many deaths today by Covid-19?,0,"Paris, France",France,28-May-2020,1700,False,neutral
42,slashcitizen,"Great string. Things you must be aware of. Your Personal Identifiable Information (name, address etc) must be kept on a seperate server to the Metadata which is useful for plotting trends. However the UK govt will hold your Covid data for 20 years. Too long. #privacy #antitracing https://t.co/aNu4415CX8",0,"Paris, France",France,28-May-2020,931,False,positive
43,The_etranger,"Britain has one of the worst Covid 19 death rates globally and it's an Island!

BUT Matt Hancock still manages to have a good old laugh on sky news about an app.",1,"Amiens, France 80000",France,28-May-2020,859,False,positive
44,fabchristylynch,"Me waiting for #covid_19  to pass so that i can resume my traveling such as goofing around in #paris ✈✈✈✈✈✈
Do you have the discipline to be a free spirit?
🛫🛫🛫🛫🛫🛫🛫

.
.
#photobomb #getaway #naturelover… https://t.co/RVZpHX5wXD",0,Florida,France,28-May-2020,175,False,positive
45,MissVNeilson,"Nominated by dangeroussquirrel, here’s my #poundsforpuds entry. 

Raising money for the Hospitality Action Covid-19 Relief Appeal, here is my dessert creation!

Summer Fruit Pavlova with Blueberry Meringue, Orange… https://t.co/q8pfrKS6sc",0,"Southampton, England",France,28-May-2020,715,False,positive
46,ChiNeighbor,"Being in France during the pandemic has shown me how difficult it is to navigate a foreign country. I never got the chance to meet other Americans before lockdown. 

Portugal is to be commended for giving temp citizenship to everyone during the crisis. https://t.co/WIdhZGXJkW",0,France via Chicago. ,France,28-May-2020,1437,False,positive
47,HMolinValdes,PLEASE COMMENT: @CCACoalition scientists put out call for comments on climate and #cleanair - Please send comments to the Secretariat. https://t.co/8a5VlglRPA,3,World citizen ,France,28-May-2020,3039,False,positive
48,The_etranger,"Of course the Government's new track and trace app has crashed within minutes of it being launched. Do you think it has anything to do with them rushing it out to try and move the news away from Cummings breaking the rules?

#Covid_19 #tracingapp #ToryLiars #ToryShambles",3,"Amiens, France 80000",France,28-May-2020,859,False,positive
49,jaymayokay,"Creative Balcony Initiatives images that remind me of the COVID-19 quarantine 
*
*
*
*
*
*
*
#CreativeBalconyInitiatives
#supergorgeousness #TheBalcony #EdouardManet
#BalconyConcerts #BalconySingaLong #instagay… https://t.co/cvfDp65Jzu",0,"Newport NSW, Australia",France,28-May-2020,581,False,positive
50,1pointdevue,We all know that Trump has made an arse of his Covid handling but on death rate they are Number 11 position.  The UK is the Olympic Gold medalist coming in at number one.  Well done Boris.  You should have died and maybe that would have saved lives. https://t.co/HHkwNNowIf,0,"Bordeaux, France Ayrshire Scot",France,28-May-2020,2208,False,positive
51,AmbNum,"12/ @NunyaLab has launched Dolli, a solidarity platform enabling the barter, sale and donation of essential goods and services in Togo amid #COVID19 crisis, solution identified on the « Solidarité Covid-19 Francophonie » community @OIFrancophonie

➡️ https://t.co/Uw4MuU6tSx",0,,France,28-May-2020,2891,False,positive
52,kikosgc,"Enjoying the good weather and listening to the local repeater!
73 de F4VSE

--
#covid_19 #stayhome #ham #radio #hamr #hamradio #radioamador #radioamateur #A2RS #f8kgs #amateur #radio #amateurradio à Cappelle-la-Grande https://t.co/poV7IA3AiX",0,"Cappelle-la-Grande, France",France,28-May-2020,376,False,positive
53,BernardCrofton,"@Arron_banks The 20 year charts widely published when the issue arose showed the years that deaths were below or above the line. A few posited previous historical years. They all bunch together bar 1918. Covid is on a scale out on its own.
Because we didn't have Excel during the black death.",0,,France,28-May-2020,84,False,negative
54,ledru_anthony,Covid 19,0,Ris Orangis,France,28-May-2020,262,False,neutral
55,LifsaLeDragon,@Emeline77680 @IbrahimaSpr Chope pas le covid,0,Douala / Cergy / Marseille,France,28-May-2020,90,False,neutral
56,lucasbstn_,"Since covid-19 put a stop to all airline hiring at the moment and I just finished training, I had some free time. So, I decided to create an app to help my fellow pilots when they go flying. https://t.co/oV3WROa9cd",2,,France,28-May-2020,122,False,positive
57,bianyuyue272727,"@next_china The tweets which question the origin the covid-19 from the Chinese spokesman are all in question mark in their original texts, whereas some US senators are using affirmative senses to accuse China. What about fact checking the latter firstly?",0,"Paris, France",France,28-May-2020,376,False,positive
58,onauratoutvu,"My sparkling mask of the day ... Couture by @onauratoutvu 
#onauratoutvu #onauratoutvuaccessories #onauratoutvufashion #yassensamouilov #liviastoianova #mask #facemask #crystals #sparkling #getyourmask #mask #covid… https://t.co/zTZoMmPUag",0,Paris,France,28-May-2020,1481,False,positive
59,Echoraljpangio,Remdesivir for 5 or 10 Days in Patients with Severe Covid-19 | NEJM https://t.co/UqLAre6ZRo,0,"Avignon, France / Montpellier France",France,28-May-2020,1356,False,negative
60,DussolAlexis,"Thanks for the frontline work ers
#streetartparis11 #urbanart #streetartphotography #urbanphotography #streetartphotographie #photooftheday #graffittiart #collageart #collageartwork #covid_19 #stayathome #confinement… https://t.co/XdE2tysr2l",0,France,France,28-May-2020,16855,False,positive
61,Karkouch3,"Brazil's COVID-19 death toll also surpasses 25,000 while other countries announce the easi @AJEnglish https://t.co/Pd2oO9J64A https://t.co/kUn1eUbZO4",0,"Paris, France ",France,28-May-2020,557,False,negative
62,Cmie73118132,"@charliekirk11 How much prejudice did you have against China in the first time, and what serious consequences have you accomplished now。  
The Chinese did not lie, but you think the Chinese lie.
No one wants this Covid.
Hope everyone is better.",0,,France,28-May-2020,0,False,positive
63,hussainjahanzeb,"""By and large, countries that have been able to bend the curve of Covid-19 cases, both in Europe (Switzerland, France) and Asia (South Korea, Taiwan), have been those where citizens recognize the importance of strong government.""

 https://t.co/q7mzHzP6AW",0,Paris,France,27-May-2020,4794,False,positive
64,MarinaBurca,🇺🇸 😷👩🏻‍🎓 #COVID__19  is going to turn the American #HigherEducation community upside down. Here are 10 predictions for higher education's future: (opinion) https://t.co/FhYbeemkQb,0,"Paris, France",France,27-May-2020,1745,False,neutral
65,oscharles,"“More than 20,000 African Americans – about one in 2,000 of the entire black population in the US – have died from the disease.”
https://t.co/ExaD61AKdo",2,"Derry, Northern Ireland",France,27-May-2020,1775,False,negative
66,AlexisKaya,Who would be better than a doctor with Covid'19 to talk about it and treat it effectively? #COVID19 #coronavirus,0,"Sint-Niklaas, België",France,27-May-2020,4868,False,positive
67,mkambie,"Please, as in Mars Series od SpaceX, don' t carry Covid-19 into espace. Clean it before #SpaceX",0,"Houilles, France",France,27-May-2020,19,False,positive
68,pommedeterre33,"@srchvrs @macavaney @lintool My question is based on a comment in anserini repo 

https://t.co/WToJm0PUj6

But I don’t know if this is valid when reranking is included. https://t.co/vY5DEsiSex",0,127.0.0.1,France,27-May-2020,787,False,neutral
69,BANTOINE_FCMETZ,A lire… https://t.co/Uvoc2uNlKV,1,Metz,France,27-May-2020,2536,False,neutral
70,auste_zdanciute,being ill with covid is a waste of life,0,"Vilnius, Paris, Porto",France,27-May-2020,159,False,negative
71,seltzer_c,"""This COVID-19 Government Response Map serves as a visual reminder that liberty is constantly being threatened and must diligently be defended, especially during unique emergency situations."" @sfliberty 🙏👉https://t.co/LC0Be4OCYr https://t.co/iwl3BKOlbH",0,"Paris, Ile-de-France",France,27-May-2020,2261,False,negative
72,Freshdic,The Guardian view on Europe and Covid-19: time for true solidarity | Editorial https://t.co/uLJqlBlD0F,0,"Lauzun, France",France,27-May-2020,2722,False,positive
73,nebIinas,"the best perk of having to wear a mask (besides avoiding getting covid-19, of course) is that you can mouth the words to your jams on the metro without looking crazy",0,lyon/lisbon,France,27-May-2020,27,False,positive
74,michaeljouan_p,"@realDonaldTrump And yet lives are still claimed by your reluctance to look at the facts... You have the blood of the 100k innocents who lost their lives because you would budge when you have a chance! 
And now you are claiming victory when the COVID is still blaming lives...",0,"Nevers, France",France,27-May-2020,62,False,negative
75,DusikJan,I agree. The eco-friendly design of single use medical equipment (not limited to fighting COVID-19) should also be part of consideration when bracing for a potential second wave of the epidemic. We have too many examples when the humanity resolved one problem but created another. https://t.co/PdTGudkTsH,2,"Gland, Suisse",France,27-May-2020,550,False,positive
76,DanielMcDonald4,Well worth a read and a bookmark for the anti vaxx &amp; covid crazies out there. https://t.co/18qRQWojtW,1,"Labenne, France",France,27-May-2020,449,False,positive
77,itoya_lucky,@GovWike I dislike you and your decisions. You hide under Covid-19 to show your wickedness. Forgetting that you are a servant to the people you are now lording over. It is same 6ft for everybody.,0,,France,27-May-2020,9,False,negative
78,SABOURETCardio,"Funny and sad at the same time. Atypical period for publications due to « #COVID__19 fever ». Fortunately, some editorial teams keep calm and traditional rules of good practice. #cardiotwitter https://t.co/VuvhRqpTMI",1,"Paris, France",France,27-May-2020,6178,False,positive
79,Sathvik_P,"Why is the economy being collapse if everyone are buying the essentials??

Any thoughts
#economy #collapse #economycovid #COVID__19 #Covid_19 #COVID #lockdown #lockdownthoughts #Corona",0,"Paris, France",France,27-May-2020,176,False,negative
80,MarioPresi,"@cic Today I went to my local branch in Chamonix to cancel my house insurance. Your policy requires a 30 days notice to cancel any contract. For this, I have to pay an extra month for an apartment I will no longer live in from this Friday. Due to Covid-19, the branch was closed..",1,"Chamonix-Mont-Blanc, France",France,27-May-2020,1621,False,negative
81,AmbNum,"11/ @LumumbaLab in partnership with @en1ereligne has launched @lisungi5, a solidarity platform connecting donors and beneficiaries in DRC amid #COVID19 crisis, solution identified on the « Solidarité Covid-19 Francophonie » community @OIFrancophonie

➡️https://t.co/O6vXY8QWz6",0,,France,27-May-2020,2891,False,positive
82,cathcoste,Indeed. Deconfinement in Japan is going smoothly. We do not hear of many dead people because of #Covid_19 https://t.co/uIBzbNINsp,0,Digital Nomad,France,27-May-2020,6138,False,negative
83,hussainjahanzeb,"""Last year, Human Rights Watch censured Pakistan’s garment factories for rampant labour violations, including failing to pay the minimum wage, forcing hours of unpaid overtime, and neglecting to provide medical leave or adequate breaks to workers.""

https://t.co/cgSNe94qcx",4,Paris,France,27-May-2020,4794,False,negative
84,geraldinep13,New York City COVID Lockdown 4k https://t.co/XBwjUQabP5 via @YouTube #NYC #lockdown2020,0,"Marseille, France",France,27-May-2020,795,False,neutral
85,The_etranger,"The more the MPs defend Cummings the more the anger shifts towards the Tory party. Keep it up I say.

#Covid_19 #ToryShambles #CummingsGo #cummmings #JohnsonHasFailed",1,"Amiens, France 80000",France,27-May-2020,859,False,negative
86,laurentguyot_co,#coronavirus Presentation of the Plex’Eat to the press ! #pressday #junket #pressjunket #plexeat #paris #design #designer #plexiglas #paris @gernigonstudio #COVID__19 #restaurants #dining #DistanciationSociale #distancelearning #rp #pr https://t.co/opBDgr7h9Y,0,"Paris, Ile-de-France",France,27-May-2020,8316,False,neutral
87,LaurentGuyot,#coronavirus Presentation of the Plex’Eat to the press ! #pressday #junket #pressjunket #plexeat #paris #design #designer #plexiglas #paris @gernigonstudio #COVID__19 #restaurants #dining #DistanciationSociale #distancelearning #rp #pr https://t.co/QayoaFCGhQ,1,"Paris, France",France,27-May-2020,58,False,neutral
88,francoamerikain,"The VSL of #TestTraceIsolate by Univ. Wyoming analysis of economic benefits from lives saved by efforts to “flatten the curve” outweighed the projected massive hit to the nation’s economy by a staggering $5.2 trillion.
https://t.co/xxFXd02xNK",0,St Antoine sur l'Isle,France,27-May-2020,405,False,positive
89,FabienSoyez,"What can COVID-19 teach us about responding to climate change?  https://t.co/NopV3LPovo  / ""We should treat this situation with the same urgency as the COVID-19 pandemic, before we risk additional disruptions of incalculable magnitudes.""",0,Paris,France,26-May-2020,8423,False,negative
90,jedisct1,"RT @alexstamos: Our team at the Stanford Internet Observatory (@stanfordio) has launched the Virality Project to understand global disinformation flows around COVID-19 and what they can teach us. 

https://t.co/kVgQ1FPxa4",0,France,France,26-May-2020,12832,False,positive
91,BabyChadOsorio,"/2 

Every night our chalet (n=4) either hosts apero or dinner for a particular neighboring villa or chalet (n=4/5), or they host us

Because we're still covid-conscious, we maintain tight-knit circles, and limit our interaction with other people https://t.co/D0iW5vj5Sv",0,Aix-en-Provence,France,26-May-2020,1320,False,neutral
92,slashcitizen,"@NicoleC09217837 @RishiSunak You think you'll (colour) blind people to your disingeneous passifiers. If air travel wasn't literally banned, the economy won't collapse. Oh but that's what you want. Tank the economy now and come December you'll blame Covid. 'Oh no we won't'. Your panto fools noone Bro.",0,"Paris, France",France,26-May-2020,931,False,positive
93,slashcitizen,"@RishiSunak @hbaldwin You think you'll (colour) blind people to your disingeneous passifiers. If air travel wasn't literally banned, the economy won't collapse. Oh but that's what you want. Tank the economy now and come December you'll blame Covid. 'Oh no we won't'. Your panto fools noone Bro.",0,"Paris, France",France,26-May-2020,931,False,positive
94,MathiasVicherat,"When crafting recovery plans, states and businesses must pay attention to how the #Covid_19 and the resulting crisis affect women and how to address their specific needs. I wrote a paper with @bathylle from @OECD about this hot topic. https://t.co/HARlQJwkgO @phumzileunwomen https://t.co/m0yvf7sVkT",2,"Paris, France",France,26-May-2020,8756,True,negative
95,slashcitizen,"@mrjamesob Indeed!! He brought King BoJo to power &amp;the king can't afford to let his master(mind) fall on the sword. Also compare economies  to covid deaths. If Cumm's policy to shrug off deaths as 'doing a good job', expect the same wreckless abandon of judgement on UK commerce.",0,"Paris, France",France,26-May-2020,931,False,positive
96,slashcitizen,"@Defencebrief @legalclaret @mrjamesob No fairness!! He brought King BoJo to power &amp;the king can't afford to let his master(mind) fall on the sword. Also compare economies  to covid deaths. If Cumm's policy to shrug off deaths as 'doing a good job', expect the same wreckless abandon of judgement on UK commerce.",0,"Paris, France",France,26-May-2020,931,False,negative
97,slashcitizen,"@Penny_235 @mrjamesob He brought King BoJo to power &amp;the king can't afford to let his master(mind) fall on the sword. Also compare economies  to covid deaths. If Cumm's policy to shrug off deaths as 'doing a good job', expect the same wreckless abandon of judgement on UK commerce.",0,"Paris, France",France,26-May-2020,931,False,positive
98,IsabelleMirocha,@Marcnelsonart @FARED_ALHOR One day we will expose your art in Paris Marc ! We will defend peace for Syria through your drawings. May Covid end quickly and we will organize it Faith in Syrian people and in PEACE #Syria #Syrie,0,Rocquencourt,France,26-May-2020,1864,False,positive
99,Karkouch3,"As Brazil's daily COVID-19 death rate climbs, a study warns its death toll could climb fiv @AJEnglish https://t.co/A89tFR8Vyj https://t.co/v9UlSfodRg",0,"Paris, France ",France,26-May-2020,557,False,negative
100,LMahmoodian,@renaudpila Yes..F...Covid,0,"Paris, France",France,26-May-2020,70,False,neutral
101,goldsmith_f,"French Film, TV, Labor Unions Agree COVID-19 Production Guidelines – Variety https://t.co/q2PJEPrkLI",0,,France,26-May-2020,579,False,positive
102,social_projects,#throwback dreaming of days gone by. Will we ever get back to #normality #paris #laduree on #cafe #BackOnTrack I live so close by 😩 #TuesdayThoughts #France #COVID__19 https://t.co/bMk7wC2lRJ,0,"Paris, France ",France,26-May-2020,4039,False,negative
103,katematthams,Five Ways Covid-19 Is Changing Business For Independent Jewelry Designers via @forbes https://t.co/vaR40lKE4O,0,"Paris, France",France,26-May-2020,743,False,neutral
104,DrDoums,#Pillowtalk x Beat - Dr Doums (clip) #Link for #new #video ➡️ https://t.co/v7HG3d3YPi #COVID__19 #BREAK_THE_SILENCE #driesisoverparty #Swisscom #BlackLivesMatter #twitch https://t.co/VRSEqOa0n7,0,"Paris, France",France,26-May-2020,444,False,neutral
105,AlexisKaya,"Is it possible that #anosmia found in #Covid'19 patients is result of impairment of #brain region that managing #smell? It seems to me that this is, since these #patients have an anosmia that lasts for almost two months after #symptoms. I'm interested in your #Opinion #Neurology",0,"Sint-Niklaas, België",France,26-May-2020,4868,False,positive
106,laurentguyot_co,First Plex’Eat set up in #Paris with @gernigonstudio ! #plexeat #design #coronavirus #COVID__19 #CoronavirusFrance #restaurant #france #hand #plexi #rp #pr #pressday #photo #teaser #video https://t.co/WwEjwOo98o,3,"Paris, Ile-de-France",France,26-May-2020,8316,False,positive
107,MWorsdorfer,"Thanks #betd ,  #greensofa and @jxporto for organizing and moderating the discussion on the impact of #covid_19 on the energy sector, and for the opportunityto provide latest @IEA analysis! https://t.co/GTFfDHsyrS",2,"Paris, France",France,26-May-2020,4426,False,positive
108,laurentguyot_co,First Plex’Eat set up in #Paris with @gernigonstudio ! #plexeat #design #coronavirus #COVID__19 #CoronavirusFrance #restaurant #france #hand #plexi #rp #pr #pressday #photo #teaser https://t.co/2rdvSWYLng,1,"Paris, Ile-de-France",France,26-May-2020,8316,False,positive
